OTUID	A11	A12	A13	A21	A22	A23	AD11	AD12	AD13	AD21	AD22	AD23	CK11	CK12	CK13	CK21	CK22	CK23	DA11	DA12	DA13	DA21	DA22	DA23
NCBI480665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NCBI48074	3	13	4	14	1	7	0	0	6	6	8	1	12	8	5	12	7	17	5	29	17	3	7	9
NCBI48076	2	5	7	171	163	233	19	0	0	134	451	3714	0	4	4	659	696	469	0	0	0	25	21	54
NCBI481446	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI481743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI482462	0	0	0	2	3	0	0	17	0	0	0	2	0	0	4	0	0	2	0	0	0	0	0	0
NCBI48254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCBI482564	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0
NCBI482920	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	13	12	16	2	0	1	0	0	0
NCBI482957	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	14	0	0
NCBI48296	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	24	18	0	0	0	0	10	0
NCBI483547	6	15	18	18	60	44	4	16	15	19	44	4	22	18	22	7	20	0	7	0	7	17	8	30
NCBI4837	6	7	12	34	7	5	13	7	11	1303	172	386	16	19	17	48	30	42	11	13	14	8	8	11
NCBI483896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
NCBI484770	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NCBI48563	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI48578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0
NCBI48586	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI48587	1	3	9	1	2	1	0	0	0	2	0	0	3	1	2	16	1	1	4	0	4	0	0	4
NCBI486398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	4	0	0	0
NCBI48664	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI48665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
NCBI487	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI48703	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	4	0	0	0	0	0	0	0	1
NCBI487316	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI4876	0	0	5	6	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0
NCBI487661	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI487685	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	42	6	0
NCBI488124	0	0	0	0	4	0	0	2	1	1	1	0	0	1	0	0	0	1	0	0	1	2	0	1
NCBI488447	0	0	69	0	0	22	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0
NCBI488731	0	0	0	105	7	26	0	0	0	17	78	22	0	0	0	0	0	0	0	0	0	0	0	0
NCBI488732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
NCBI48935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	99	0	134
NCBI4897	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
NCBI4899	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NCBI489910	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
NCBI490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	16	0	0	0	0	0	12
NCBI49012	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
NCBI4903	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI490759	1	1	1	0	0	1	0	0	4	0	0	0	11	5	0	2	0	2	5	5	0	1	4	0
NCBI4909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	5	26	0	0	0	0	0	3
NCBI4911	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	12	2	0	4	0	0	1	0
NCBI49118	0	0	0	0	0	0	292	344	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI491950	0	0	6	1	0	0	8	26	31	0	0	0	0	3	0	0	0	0	0	0	3	0	3	0
NCBI492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
NCBI4920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NCBI4924	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0
NCBI4926	0	0	0	3	0	0	0	1	2	2	1	0	0	1	1	1	0	0	0	0	1	0	0	0
NCBI492670	14	22	9	55	0	71	62	40	16	72	0	0	30	13	0	0	0	0	23	98	77	29	41	0
NCBI4927	0	4	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI49283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI4929	1	17	19	0	0	0	10	8	408	0	0	0	10	16	8	0	0	0	4	0	3	0	14	0
NCBI4931	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NCBI49319	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0
NCBI4932	0	0	0	0	0	0	0	0	0	41	0	0	705	8	56	10	0	691	9	0	0	0	9	371
NCBI49338	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI4944	0	0	0	96	127	14	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
NCBI495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
NCBI4950	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NCBI4952	7	26	41	6	6	1	23	4	29	14	3	0	32	26	28	26	12	20	32	20	33	6	4	20
NCBI4956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	10	11	0
NCBI4959	0	0	0	0	77	0	18	0	13	729	0	163	0	24	0	0	0	0	0	0	10	0	0	271
NCBI496014	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
NCBI496056	1	2	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
NCBI496057	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NCBI498019	0	0	1	0	0	1	0	0	2	0	3	9	1	1	0	0	0	0	2	0	0	0	0	1
NCBI499229	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
NCBI499555	0	0	49	0	14	0	0	0	53	0	0	0	0	0	0	0	9	0	0	0	0	8	0	0
NCBI4999	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0
NCBI499997	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	232	0	0	0	0
NCBI500148	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	5	0	3	0	0	3	3	0
NCBI5007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI501592	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
NCBI5016	1	1	0	0	0	0	0	0	0	0	0	5	4	0	4	0	0	0	2	0	0	0	0	0
NCBI5017	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	6
NCBI502	23	122	32	6	0	0	16	0	47	0	9	0	78	121	62	0	0	0	171	90	0	22	5	0
NCBI5022	2	0	0	4	0	1	3	0	1	4	0	2	0	1	0	23	14	11	3	5	0	1	0	1
NCBI502365	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
NCBI502558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NCBI502682	1	3	5	2	7	1	1	6	1	3	0	6	6	10	3	8	6	9	0	9	5	18	57	39
NCBI50290	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NCBI5037	0	11	0	0	0	5	0	0	5	8	0	0	6	0	7	0	0	22	0	4	8	14	6	3
NCBI50376	0	1	2	0	5	2	0	0	0	3	6	5	2	2	0	1	1	1	0	0	1	1	4	2
NCBI5039	0	7	0	0	0	0	0	0	0	8	5	0	0	9	0	0	0	0	4	0	2	2	2	1
NCBI503996	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	21	0	23
NCBI50422	0	53	0	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	0
NCBI504464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NCBI504469	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
NCBI505249	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI5053	0	4	0	0	0	1	0	2	3	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0
NCBI5057	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	17	0	8	11	0	0	0	0	0
NCBI5059	9	26	0	0	0	59	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	20
NCBI5061	0	0	6	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
NCBI506591	28	31	48	5131	25931	22300	104	120	125	82315	34821	23838	54	60	34	744	1368	1133	113	73	104	4144	15155	3844
NCBI5066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI50719	175	312	418	1491	1216	620	21	96	74	76214	40965	73552	0	16	15	5	0	7	0	12	12	0	77	0
NCBI50741	138	217	247	1366	977	648	754	164	299	283	371	264	718	919	936	1115	986	1047	533	839	1141	1157	1317	1263
NCBI507626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0
NCBI5078	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI5082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
NCBI5098	3	11	3	10	0	38	0	0	0	11	0	5	10	2	8	0	9	0	3	0	3	5	0	4
NCBI5101	3	3	1	2	0	0	1	3	0	11	0	12	9	5	7	6	0	0	1	4	6	0	0	0
NCBI51019	4	78	141	193	71	18	40	177	33	695	183	56	63	0	152	122	115	184	66	120	117	75	101	16
NCBI51049	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
NCBI511	0	0	23	0	14	33	0	0	0	14	13	8	0	0	0	70	0	19	0	40	0	0	11	41
NCBI51101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	31	22
NCBI511062	380	61	17	39	67	64	688	5	2934	42	23	34	0	0	0	0	0	0	0	0	0	0	1	1
NCBI5113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0
NCBI5116	0	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
NCBI51161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI51173	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NCBI51197	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI512288	281	206	201	4300	332	949	321	157	93	2783	4078	1545	726	376	376	1466	481	2325	549	273	684	871	1277	1906
NCBI512296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
NCBI512312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0
NCBI512402	0	5	0	2	4	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	3	8
NCBI512649	5	1	8	1	2	0	3	3	12	0	4	1	10	0	3	0	0	2	0	0	0	0	0	0
NCBI5127	3	0	0	0	0	0	0	0	6	0	0	0	0	0	33	211	91	163	0	0	0	6	0	0
NCBI51288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
NCBI513005	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
NCBI51365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
NCBI51367	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0
NCBI5141	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	4	0	4	0	0	0
NCBI51453	0	6	0	0	0	2	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	4	3
NCBI5147	2	0	1	2	0	2	3	3	1	0	8	0	3	1	8	0	2	0	1	0	0	1	0	4
NCBI51515	2	0	0	0	1	2	3	11	2	0	4	4	0	1	0	0	0	1	2	0	0	1	0	3
NCBI516051	99	64	78	28	57	32	41	178	69	30	51	32	64	47	36	56	147	70	36	30	28	33	26	168
NCBI516075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI51663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NCBI51665	7	3	12	5	0	7	43	12	35	7	4	25	0	0	0	0	0	0	0	0	0	0	0	0
NCBI51669	0	0	0	11	8	22	0	0	0	31	32	18	0	0	0	0	0	0	0	0	0	0	0	0
NCBI517719	34	22	27	40	40	39	28	40	25	29	18	25	64	42	24	18	13	15	35	32	26	23	36	29
NCBI518	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	20	27	0	0	0	66	16	119
NCBI5180	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	7	6	1	3	3	2	1	1	0
NCBI518693	0	0	0	13	0	0	0	0	0	10	42	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI518738	0	7	0	23	0	0	0	0	0	0	3	2	0	0	0	0	5	6	0	8	2	0	0	0
NCBI519	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0
NCBI519453	0	5	6	0	0	0	0	0	0	37	0	0	11	0	14	0	0	0	0	0	0	0	0	0
NCBI52	0	6	0	0	13	0	0	0	0	7	18	0	0	4	3	7	0	0	10	0	7	0	7	0
NCBI52021	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0
NCBI5207	0	0	0	0	388	0	0	16	0	559	0	0	0	0	0	0	291	102	0	0	0	0	0	0
NCBI520734	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	51	0	0	84	0
NCBI521689	6	3	8	5	3	6	7	2	3	3	2	0	10	5	7	19	9	13	9	2	6	11	6	10
NCBI5217	1	1	2	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	2	0	0	0	0	1
NCBI52242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
NCBI522485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NCBI52280	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI524	286	0	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	932	0	0	0	0	0	370
NCBI52441	1105	244	368	726	513	640	127	0	254	0	0	0	316	105	0	0	249	1030	125	0	281	0	120	0
NCBI52443	78	100	34	54	3	4	283	46	20	11	38	9	4	485	5	0	1	0	3	0	4	30	1	8
NCBI52584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0
NCBI526643	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI526645	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI526646	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0
NCBI526651	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NCBI526652	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI526653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI526661	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI526662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
NCBI526679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	76	0	0	0	0	457	195	362
NCBI526682	0	0	0	3	5	0	0	0	0	0	0	0	0	0	2	12	2	2	1	2	0	0	0	0
NCBI526686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	10	0
NCBI5270	1	0	1	0	1	2	1	1	0	0	0	0	0	0	1	2	0	0	2	0	1	2	2	0
NCBI52774	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	2	0	3
NCBI5281	0	0	2	0	0	0	0	0	2	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0
NCBI528191	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NCBI528314	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	17	4	0	0
NCBI5286	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NCBI529	550	0	327	155	0	192	942	508	351	166	57	34	0	0	0	262	0	0	0	2023	503	379	1307	565
NCBI5297	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NCBI530584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NCBI531813	0	68	19	3	2	33	16	74	20	0	0	3	0	21	57	13	3	13	38	25	35	6	3	18
NCBI531844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	15	0	0
NCBI5322	1	0	5	8	13	1	3	9	0	75	10	17	0	0	12	7	2	3	0	4	0	0	0	0
NCBI53249	196	84	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	321	0	0	0	0	233	0
NCBI5325	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI5327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	7	0	0	0	0	0	0
NCBI5334	0	0	0	0	2	5	0	0	0	0	0	0	0	1	0	8	1	1	0	0	1	2	0	0
NCBI53344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCBI53345	0	0	0	0	22	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	17	0
NCBI53346	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI53358	0	3	0	1	7	0	0	0	0	3	0	0	0	0	10	0	0	0	0	3	0	0	2	1
NCBI53362	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NCBI53374	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI53399	0	26	0	25	48	18	0	0	0	36	0	3	37	0	89	0	14	0	0	0	0	0	98	81
NCBI53407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
NCBI5341	0	0	1	2	15	4	0	1	1	81	36	20	4	0	0	10	3	2	1	1	1	1	0	0
NCBI53412	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
NCBI53413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
NCBI53419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
NCBI53437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
NCBI53442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	0
NCBI53451	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0
NCBI53458	74	6	10	0	0	0	0	0	0	2	3	6	0	0	26	0	7	3	10	3	10	0	2	7
NCBI5346	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI53461	42	53	210	151	170	298	19	23	0	82	63	61	43	22	52	30	57	25	58	13	58	125	267	133
NCBI53462	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
NCBI53485	0	2	230	0	10	2	21	3	8	33	13	12	185	78	8	919	20	928	0	0	0	322	18	218
NCBI53501	525	628	729	1338	2683	6020	777	866	752	1124	1743	2606	2447	2470	1120	189	186	129	456	651	691	161	633	380
NCBI5353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
NCBI536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
NCBI53635	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI536441	0	0	4	8	0	0	0	0	0	0	8	0	0	0	0	0	10	0	0	3	0	0	0	7
NCBI538381	5	7	0	1	0	2	0	0	0	0	1	0	28	0	40	7	5	0	13	119	113	0	7	4
NCBI538966	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
NCBI539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
NCBI53946	130	103	154	95	199	166	128	154	143	803	448	690	120	172	107	41	36	26	83	1147	132	67	186	107
NCBI539813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI54005	0	0	0	0	7	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI54061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	10	0	0	0	16	16	0
NCBI540747	600	868	1111	636	1310	1761	1049	800	1315	593	291	410	1722	1944	1239	979	759	970	1194	1033	1637	442	455	716
NCBI54195	2	3	5	2	0	1	5	0	2	2	2	2	4	6	5	11	8	17	4	5	2	1	4	3
NCBI542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	13	0	0	0
NCBI542380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NCBI542394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NCBI542399	0	2	1	0	0	0	0	0	2	0	0	0	1	7	1	0	0	0	0	0	0	0	0	0
NCBI542404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI542408	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
NCBI542413	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI542418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
NCBI542454	313	271	393	68	79	71	160	247	237	182	88	49	157	138	82	48	54	150	120	115	168	39	79	54
NCBI542455	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NCBI542509	0	0	0	0	0	0	1	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI542511	3	8	1	4	1	1	0	0	1	1	0	1	2	9	2	6	4	6	0	4	3	0	5	5
NCBI542542	0	0	0	0	2	2	0	0	0	1	1	0	0	1	0	5	12	7	0	1	0	11	2	0
NCBI542553	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI54291	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI54299	0	0	7	1	2	9	3	0	0	3	0	13	0	1	0	0	0	1	3	0	0	0	7	0
NCBI543877	1	0	0	1	0	5	6	1	3	1	0	0	5	3	1	7	23	8	5	0	3	0	1	1
NCBI544580	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	10	0
NCBI544645	0	0	0	0	0	2	3	0	0	0	2	0	0	5	0	7	6	7	3	0	0	0	3	2
NCBI5454	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	5	5	0	0	5	0	0	0	0
NCBI545650	1	1	4	3	2	0	4	3	1	10	11	1	2	5	2	7	7	14	5	8	5	6	3	8
NCBI54571	0	0	26	13	16	0	0	18	16	0	0	7	0	0	0	0	0	0	0	0	0	8	18	5
NCBI545908	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
NCBI546	0	0	0	0	0	2203	0	0	0	0	0	0	0	679	0	0	47	0	0	116	0	0	0	115
NCBI546160	25	0	9	0	0	0	0	0	6	4	0	0	6	0	12	0	0	8	0	0	0	3	0	0
NCBI5467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI546871	0	6	0	0	3	14	12	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	14	2
NCBI546874	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI547055	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI547188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NCBI5476	0	0	0	0	0	0	0	0	0	23	14	0	0	0	0	0	0	6	0	0	0	0	4	0
NCBI5478	0	0	0	0	24	315	0	3	0	0	0	0	2	7	0	44	35	41	0	0	4	0	0	2
NCBI5479	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
NCBI548	0	7	9	4	0	4769	0	0	0	0	0	0	0	0	0	58	15	29	0	0	0	7	12	21
NCBI5480	0	54	0	84	63	7	0	98	30	44	24	143	0	0	0	24	18	0	0	55	45	0	50	11
NCBI5481	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0
NCBI5482	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	7	8	0	0	0	0
NCBI548649	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	6	0	0	1	0	0	0	0
